Gene.symbol,Gene.ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
RANBP3L,202151,0.936258831,2.801778342,115.7882205,1.18E-11,9.93E-08,15.8912013
IL20,50604,0.621914572,2.65886391,29.99266674,5.40E-08,9.76E-06,9.495981777
NR4A2,4929,0.620760773,3.255600531,121.6857235,8.66E-12,9.93E-08,16.01324523
RHCG,51458,0.613884641,3.090702515,26.33623467,1.21E-07,1.70E-05,8.653616567
EGR1,1958,0.601730323,3.38988756,60.77757065,6.62E-10,8.56E-07,13.52777057
LOC440896,440896,0.565214696,2.683426105,39.66048014,9.49E-09,3.55E-06,11.22298643
IL10,3586,0.543904682,2.976527415,20.80699212,5.20E-07,5.06E-05,7.08533852
HES1,3280,0.542167149,3.086730289,42.66409616,6.02E-09,2.60E-06,11.65002217
LIF,3976,0.522813469,3.112836569,49.65878191,2.34E-09,1.33E-06,12.49788311
IL12B,3593,0.51949919,2.996402012,28.97765063,6.69E-08,1.12E-05,9.274882
PTX3,5806,0.501681174,3.067494084,28.05713315,8.17E-08,1.26E-05,9.066221316
PMAIP1,5366,0.495759825,3.365363893,73.54761149,2.01E-10,4.66E-07,14.38008318
IL23A,51561,0.494766503,3.253205808,52.4386047,1.66E-09,1.17E-06,12.78734213
CSF2,1437,0.481619668,3.142201522,51.06170776,1.96E-09,1.18E-06,12.64697163
E2F7,144455,0.478984038,3.031055396,67.40511056,3.47E-10,5.59E-07,14.00568584
CCL20,6364,0.471894721,3.490446474,64.66640278,4.50E-10,6.30E-07,13.81844013
FOS,2353,0.449085574,3.328739934,72.41776275,2.22E-10,4.66E-07,14.3155618
GADD45B,4616,0.443499508,3.375407701,55.15426731,1.21E-09,1.16E-06,13.04809433
GADD45A,1647,0.415187828,3.092920364,10.90573647,2.67E-05,9.59E-04,2.685953858
TFPI2,7980,0.408201826,2.738387879,18.98536323,9.16E-07,7.81E-05,6.46572038
TARP,445347,0.406754338,3.107241783,20.56796336,5.59E-07,5.29E-05,7.007433541
TARP,445347,0.406754338,3.107241783,20.56796336,5.59E-07,5.29E-05,7.007433541
IFNG,3458,0.406413395,2.698578971,12.76572148,1.04E-05,5.05E-04,3.757058337
KLF4,9314,0.4061449,2.979609812,30.61848385,4.75E-08,9.18E-06,9.627855141
CA13,377677,0.399947478,2.815230422,35.22871726,1.98E-08,5.48E-06,10.50682845
CLCF1,23529,0.396752154,3.306199945,51.11715307,1.95E-09,1.18E-06,12.65273587
ZFP36,7538,0.396680846,3.333635841,74.78977542,1.81E-10,4.66E-07,14.44893051
ACOD1,730249,0.394649429,2.693766545,19.62569492,7.46E-07,6.64E-05,6.690521625
CXCL2,2920,0.390541215,3.400852919,57.49041203,9.37E-10,1.10E-06,13.2566364
C12orf50,160419,0.384500944,2.625524868,16.33050644,2.31E-06,1.60E-04,5.440044862
IL6,3569,0.384078345,3.41792173,87.03474512,7.03E-11,3.94E-07,15.02651313
FOSB,2354,0.376615966,3.046551893,23.78247185,2.28E-07,2.70E-05,7.980289156
NIPAL4,348938,0.35950761,3.096706788,41.22973225,7.45E-09,3.06E-06,11.45142199
ZBTB10,65986,0.337564658,3.119435362,69.16398629,2.95E-10,5.52E-07,14.11901833
MIR155///MIR155HG,406947///114614,0.328693454,3.448543397,33.49423805,2.72E-08,5.93E-06,10.19399146
ULBP1,80329,0.328593131,2.944362477,15.8945499,2.73E-06,1.83E-04,5.255229551
TNF,7124,0.3265756,3.610232772,31.35618316,4.10E-08,8.10E-06,9.779155519
TNF,7124,0.3265756,3.610232772,31.35618316,4.10E-08,8.10E-06,9.779155519
TNF,7124,0.3265756,3.610232772,31.35618316,4.10E-08,8.10E-06,9.779155519
BAMBI,25805,0.322303679,2.888771606,37.21620278,1.41E-08,4.93E-06,10.84184802
TNFSF9,8744,0.316494502,3.351684458,25.07637434,1.64E-07,2.15E-05,8.331215714
HIVEP2,3097,0.313915475,3.338465968,75.03192799,1.78E-10,4.66E-07,14.4621041
KCNA3,3738,0.31237538,2.904379569,27.94077577,8.39E-08,1.27E-05,9.039269347
NFKBIZ,64332,0.310925426,3.323693181,72.64493868,2.17E-10,4.66E-07,14.32868358
NOCT,25819,0.310751394,3.153295731,57.03955831,9.84E-10,1.10E-06,13.21746201
GCNT4,51301,0.308910463,3.050449642,33.46347192,2.73E-08,5.93E-06,10.18825831
CXCL3,2921,0.308449063,3.228919839,66.83834131,3.66E-10,5.59E-07,13.96804068
HSPA6,3310,0.306992586,2.950557297,55.22655076,1.20E-09,1.16E-06,13.05475798
RNVU1-15,101954267,0.306552456,2.753052744,7.425116193,2.53E-04,0.003345833,0.133454745
HCAR3,8843,0.300325015,3.225677139,48.13868436,2.84E-09,1.40E-06,12.32902804
CSRNP1,64651,0.299646564,3.109700791,37.74700086,1.29E-08,4.62E-06,10.92738921
APBB3,10307,0.297888587,3.021303802,53.98586416,1.39E-09,1.17E-06,12.93842919
FRMD7,90167,0.295962913,2.766924072,15.84575024,2.78E-06,1.86E-04,5.234220543
DENND4A,10260,0.295961166,3.40719337,49.16589934,2.49E-09,1.34E-06,12.44398763
EZH2,2146,0.294531013,3.229943631,46.50232009,3.52E-09,1.60E-06,12.13821273
OSM,5008,0.291900375,3.154890064,34.14579625,2.41E-08,5.60E-06,10.31387033
RNVU1-15,101954267,0.288319239,2.762117507,7.709041579,2.04E-04,0.003059452,0.376653449
CCL4,6351,0.282241903,3.489410508,54.96322669,1.24E-09,1.16E-06,13.03041577
RASL11A,387496,0.281039725,2.914840719,17.42992343,1.55E-06,1.16E-04,5.884476449
HIST2H4B///HIST2H4A,554313///8370,0.28000698,3.050304805,22.38717575,3.31E-07,3.51E-05,7.576999706
HIST2H4B///HIST2H4A,554313///8370,0.28000698,3.050304805,22.38717575,3.31E-07,3.51E-05,7.576999706
DYRK3,8444,0.27964538,3.095042951,52.42051383,1.67E-09,1.17E-06,12.78553469
GEM,2669,0.275322733,3.444384848,49.5579258,2.37E-09,1.33E-06,12.48692023
NR4A1,3164,0.273060248,3.048259792,22.37905887,3.32E-07,3.51E-05,7.574572663
REV3L,5980,0.271886883,3.010071225,20.85553745,5.13E-07,5.01E-05,7.101042058
EGR4,1961,0.265871206,3.242261032,26.15153327,1.26E-07,1.74E-05,8.607474603
KDM6B,23135,0.260642003,3.327534094,52.63090696,1.63E-09,1.17E-06,12.80649543
CNKSR3///CNKSR3,154043///154043,0.254835462,2.938971144,21.11125706,4.76E-07,4.76E-05,7.18311272
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,780854///780853///780852///780851///26851,0.254675885,3.189913421,35.17051743,2.01E-08,5.48E-06,10.49665184
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,780854///780853///780852///780851///26851,0.254675885,3.189913421,35.17051743,2.01E-08,5.48E-06,10.49665184
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,780854///780853///780852///780851///26851,0.254675885,3.189913421,35.17051743,2.01E-08,5.48E-06,10.49665184
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,780854///780853///780852///780851///26851,0.254675885,3.189913421,35.17051743,2.01E-08,5.48E-06,10.49665184
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,780854///780853///780852///780851///26851,0.254675885,3.189913421,35.17051743,2.01E-08,5.48E-06,10.49665184
CSF3,1440,0.254318739,3.233003217,26.67334678,1.12E-07,1.62E-05,8.736875511
CKB,1152,0.252419221,3.197554301,41.41708499,7.24E-09,3.04E-06,11.47790074
IFNL1,282618,0.24575765,2.925989574,9.390613876,6.48E-05,0.001674749,1.67900876
RAPGEF2,9693,0.245740539,3.44389405,51.69852562,1.82E-09,1.18E-06,12.71260674
CCR7,1236,0.244742102,3.42538181,48.98225613,2.54E-09,1.34E-06,12.42369934
GAS2L3,283431,0.2426904,3.297113166,26.11882757,1.27E-07,1.74E-05,8.599264855
IFIT2,3433,0.240443547,3.40339614,17.70367065,1.41E-06,1.09E-04,5.990619892
PELI1,57162,0.239400335,3.255184402,44.5969662,4.57E-09,2.02E-06,11.90335129
PPP1R15A,23645,0.236077822,3.502843763,53.08691745,1.54E-09,1.17E-06,12.85148332
GPRC5A,9052,0.234867909,2.827425056,15.81175482,2.81E-06,1.87E-04,5.219546006
GPR132,29933,0.233326528,3.335950696,31.05833053,4.35E-08,8.50E-06,9.718595498
GBP2,2634,0.230745813,3.473801822,33.88240779,2.53E-08,5.75E-06,10.26576066
SERPINE2,5270,0.23005932,2.771215212,17.34418028,1.60E-06,1.18E-04,5.850872922
KLF10,7071,0.22971823,3.359162668,28.08272366,8.13E-08,1.26E-05,9.072131177
CXCL10,3627,0.228369804,3.493020641,28.16882669,7.97E-08,1.26E-05,9.091969157
CDC14A,8556,0.227578215,3.05805348,17.6811059,1.42E-06,1.09E-04,5.981935511
ZFX,7543,0.224966276,3.437656183,47.18056368,3.22E-09,1.54E-06,12.21847937
CAMK1G,57172,0.223092829,2.82736821,15.06480719,3.78E-06,2.33E-04,4.888775618
SLCO5A1,81796,0.220921557,2.82248076,9.636719944,5.57E-05,0.00154458,1.852176816
ABTB2,25841,0.220317969,2.994361584,28.8422076,6.88E-08,1.15E-05,9.244678206
HCAR2,338442,0.217422666,3.225568462,18.55927016,1.05E-06,8.68E-05,6.311624947
IL1R1,3554,0.216116957,3.127509302,35.88565026,1.77E-08,5.48E-06,10.62021882
PRDM1,639,0.214954926,3.532206649,51.64972733,1.83E-09,1.18E-06,12.70762112
BMP2,650,0.214491172,2.940106474,9.1782229,7.42E-05,0.001823446,1.526278229
MAP3K4,4216,0.214112376,3.263036027,35.0132384,2.06E-08,5.50E-06,10.46904229
ADM,133,0.212907963,3.323873771,39.96205824,9.05E-09,3.50E-06,11.26783083
DUSP2,1844,0.210904946,3.325935063,46.59182457,3.48E-09,1.60E-06,12.14890264
NFKBID,84807,0.210099504,3.281865643,17.45843356,1.53E-06,1.15E-04,5.895611758
ARL5B,221079,0.20823177,3.514637651,53.26106533,1.51E-09,1.17E-06,12.86850572
IER2,9592,0.206954433,3.188431571,35.52620345,1.88E-08,5.48E-06,10.55851067
TNIP3,79931,0.204858833,3.32888803,22.71991684,3.02E-07,3.34E-05,7.675663818
MAP3K8,1326,0.203178802,3.358024183,38.21687477,1.20E-08,4.37E-06,11.00179761
OTUD1,220213,0.201401567,3.389619038,26.02767692,1.30E-07,1.75E-05,8.576321569
PPM1K///PPM1K,152926///152926,0.200698779,2.941377939,23.82055457,2.26E-07,2.69E-05,7.990922946
CPNE8,144402,0.196971728,3.268433661,34.102773,2.43E-08,5.60E-06,10.306044
ARL4A,10124,0.196234032,2.886128641,9.900152485,4.75E-05,0.001400051,2.033183827
CCL4L1///CCL4L2///CCL4///CCL4L1,388372///9560///6351///388372,0.194009362,3.653562477,30.23419652,5.14E-08,9.60E-06,9.547269016
CCL4L1///CCL4L2///CCL4///CCL4L1,388372///9560///6351///388372,0.194009362,3.653562477,30.23419652,5.14E-08,9.60E-06,9.547269016
ATXN7L1,222255,0.192698776,3.181799258,37.10722379,1.44E-08,4.93E-06,10.82408685
ZHX2,22882,0.192238254,3.098570236,26.71138876,1.11E-07,1.62E-05,8.746194278
DUSP1,1843,0.191754853,3.572373514,48.31773727,2.77E-09,1.40E-06,12.34932762
PTGS2,5743,0.189694875,3.617328016,39.87816353,9.17E-09,3.50E-06,11.25540181
EDN1,1906,0.188345118,2.995115375,13.55119327,7.21E-06,3.86E-04,4.164852761
CCL4L1///CCL4L2///CCL4///CCL4L1,388372///9560///6351///388372,0.18657923,3.600725785,28.06409246,8.16E-08,1.26E-05,9.067829127
RND3,390,0.186533845,2.757160899,12.37269539,1.25E-05,5.70E-04,3.54375935
ADORA2B,136,0.184734326,3.189828378,15.33924078,3.39E-06,2.14E-04,5.012193616
FSTL3,10272,0.184283192,3.08820292,20.62908954,5.49E-07,5.29E-05,7.027448898
MYLIP,29116,0.182172291,2.915985729,26.09280079,1.28E-07,1.74E-05,8.592723159
RNVU1-6,101954276,0.181826009,2.752879668,11.57856075,1.86E-05,7.57E-04,3.092161
RHOH,399,0.181244389,3.024110604,16.62595138,2.07E-06,1.48E-04,5.562441342
DNAJB1,3337,0.180258107,3.386731265,33.42754455,2.75E-08,5.93E-06,10.18155499
EXT1,2131,0.179171924,2.941810534,23.07869221,2.74E-07,3.10E-05,7.78026731
CCL3L3///CCL3L1///CCL3,414062///6349///6348,0.178455461,3.635794645,34.16020576,2.40E-08,5.60E-06,10.31648877
CCL3L3///CCL3L1///CCL3,414062///6349///6348,0.178455461,3.635794645,34.16020576,2.40E-08,5.60E-06,10.31648877
CCL3L3///CCL3L1///CCL3,414062///6349///6348,0.178455461,3.635794645,34.16020576,2.40E-08,5.60E-06,10.31648877
CXCL1,2919,0.177136874,3.472951238,29.48707051,6.00E-08,1.05E-05,9.386990333
TNC,3371,0.17605409,2.82059408,10.96500958,2.58E-05,9.40E-04,2.722669964
SOCS3,9021,0.17602214,3.238752005,21.63829295,4.09E-07,4.21E-05,7.348895067
SERPINB2,5055,0.17520637,3.609286349,13.92716925,6.10E-06,3.41E-04,4.351906972
EGR3,1960,0.174829161,2.883489761,10.63464327,3.10E-05,0.001045177,2.515624323
MIR146A,406938,0.174361542,2.982017808,9.56132276,5.83E-05,0.001575548,1.799550076
PHF19,26147,0.173513341,3.042940747,25.89389534,1.34E-07,1.79E-05,8.542479487
HEY1,23462,0.17346438,2.867703699,13.83683519,6.35E-06,3.51E-04,4.307423393
OASL,8638,0.172781927,3.230027241,12.20745986,1.36E-05,6.08E-04,3.452126922
HIST1H4B,8366,0.171133866,3.196166459,17.54549372,1.49E-06,1.14E-04,5.929498375
RNU11,26824,0.170876516,2.923731817,11.66471166,1.78E-05,7.51E-04,3.142556577
TAGAP,117289,0.168803678,3.24982666,23.15396755,2.69E-07,3.05E-05,7.801984709
CCNL1,57018,0.167471203,3.324517458,34.59798409,2.22E-08,5.60E-06,10.39537799
RNF19B,127544,0.166662719,3.398432642,22.50545873,3.20E-07,3.48E-05,7.612257742
IRF8,3394,0.165571943,3.52734488,41.03505843,7.67E-09,3.07E-06,11.42373293
IL36G,56300,0.165007876,2.732353267,20.60784849,5.52E-07,5.29E-05,7.020500941
HSPA1B///HSPA1A,3304///3303,0.1645596,3.521202547,36.74571315,1.53E-08,4.94E-06,10.76467591
HSPA1B///HSPA1A,3304///3303,0.1645596,3.521202547,36.74571315,1.53E-08,4.94E-06,10.76467591
TNFAIP3,7128,0.163617216,3.627034923,28.3007243,7.74E-08,1.26E-05,9.122219508
HSPA1B///HSPA1A,3304///3303,0.162690179,3.521039196,34.60992037,2.22E-08,5.60E-06,10.39751115
JAG1,182,0.162344318,3.37002035,29.04863836,6.59E-08,1.12E-05,9.290645073
HIST1H4H,8365,0.160765334,3.273642824,19.42670219,7.95E-07,7.00E-05,6.621508488
TARP///TRGC2,445347///6967,0.15943984,2.754980285,8.706874135,1.01E-04,0.002104461,1.175875821
NR4A3,8013,0.158664676,3.530318088,23.93610672,2.19E-07,2.63E-05,8.023071839
DNAJB4,11080,0.157720556,3.29243058,21.02088677,4.89E-07,4.83E-05,7.154233332
PHLDB1,23187,0.154471224,2.945372445,29.68650308,5.75E-08,1.03E-05,9.430248754
CASZ1,54897,0.153372221,2.800691757,11.41182896,2.03E-05,8.05E-04,2.993611603
NR1D1,9572,0.152740269,2.931250325,12.88566127,9.78E-06,4.84E-04,3.820885188
CCRL2///CCRL2,9034///9034,0.151718555,3.400464161,23.24961572,2.62E-07,3.04E-05,7.829466493
C21orf91,54149,0.151076666,2.858839188,14.26003211,5.29E-06,3.05E-04,4.513387754
SLC19A2,10560,0.150804436,3.261798801,21.08096307,4.80E-07,4.78E-05,7.173446761
CCRL2///CCRL2,9034///9034,0.15069699,3.465469059,30.41720367,4.95E-08,9.45E-06,9.585800203
BATF2,116071,0.150327922,3.126890458,13.77021154,6.54E-06,3.58E-04,4.27443131
BCL11A,53335,0.150080762,3.182893553,16.5733188,2.11E-06,1.50E-04,5.540801272
JMY,133746,0.150013245,2.780784682,10.74549969,2.92E-05,0.001019757,2.585758208
CFB,629,0.149903122,3.350602682,36.18881554,1.68E-08,5.33E-06,10.67164709
CFB,629,0.149765292,3.338072083,36.82990699,1.51E-08,4.94E-06,10.77858047
ICAM4,3386,0.149731925,2.887948837,10.31400365,3.72E-05,0.001199043,2.308898408
AREG,374,0.149401233,2.869232615,9.41975583,6.37E-05,0.001659765,1.699724437
ATXN7L1,222255,0.148501877,3.332044063,19.24173181,8.43E-07,7.31E-05,6.55667888
JUN,3725,0.147105987,3.578181689,34.27163976,2.36E-08,5.60E-06,10.33669089
P2RX7,5027,0.146700008,3.432358904,33.60108182,2.66E-08,5.93E-06,10.21385007
ETS2,2114,0.145629046,3.438706195,34.44310737,2.28E-08,5.60E-06,10.36761437
CEP120,153241,0.145626602,3.258641874,31.89489693,3.68E-08,7.55E-06,9.886914271
RAB33A,9363,0.145249174,2.991636202,18.41706143,1.10E-06,8.92E-05,6.259362234
NOC3L,64318,0.144065843,3.106912695,16.52080618,2.15E-06,1.51E-04,5.519139957
RNVU1-19,101954277,0.143625602,2.847277506,10.59125011,3.18E-05,0.001060346,2.487986808
CLIC2,1193,0.143364537,3.276036535,22.70726097,3.03E-07,3.34E-05,7.671940472
XIRP1,165904,0.142876991,2.798044465,10.64966692,3.08E-05,0.001039992,2.52516871
KANK1,23189,0.142783642,3.015587601,15.34946745,3.37E-06,2.14E-04,5.016749536
PVR,5817,0.142693424,3.315835231,35.12608933,2.02E-08,5.48E-06,10.48886876
KBTBD8,84541,0.14226766,3.219449529,24.11668631,2.09E-07,2.56E-05,8.072964469
G0S2,50486,0.141542025,3.50828088,20.1418624,6.36E-07,5.81E-05,6.866099939
SERPINB9,5272,0.140880394,3.462151387,24.46987853,1.91E-07,2.40E-05,8.169341212
F3,2152,0.140644524,3.414050984,18.71212505,1.00E-06,8.29E-05,6.367331022
ATXN7L1,222255,0.139686553,3.414101559,24.48969833,1.90E-07,2.40E-05,8.174702822
CFB,629,0.139018081,3.336248421,34.86033146,2.12E-08,5.57E-06,10.44204766
IL1A,3552,0.138956729,3.61739733,28.40641432,7.57E-08,1.25E-05,9.14633902
CDC42EP3,10602,0.138931337,3.345056511,18.8590628,9.54E-07,8.05E-05,6.420428988
ATXN7L1,222255,0.137679462,3.363897914,20.16575858,6.31E-07,5.80E-05,6.874111023
HIST1H4C,8364,0.13751166,3.403174947,12.13370405,1.41E-05,6.17E-04,3.41084001
TNFRSF9,3604,0.137191407,3.551581453,33.27105263,2.83E-08,6.03E-06,10.15225084
TJP2,9414,0.136976905,3.345446059,24.05747831,2.12E-07,2.58E-05,8.056652299
GRAMD3,65983,0.136089988,3.114401587,16.88963966,1.88E-06,1.36E-04,5.669805781
TMEM217,221468,0.135653709,3.088292371,20.41014466,5.86E-07,5.47E-05,6.955458082
C11orf96,387763,0.134862927,3.139203812,19.60121569,7.52E-07,6.66E-05,6.682072344
GFPT2,9945,0.134472164,3.131147011,11.07391605,2.44E-05,9.14E-04,2.789650216
SOCS2,8835,0.134459388,2.872890682,8.817145586,9.38E-05,0.002027986,1.259313619
LOC102724428///SIK1,102724428///150094,0.133483514,3.104655543,28.05648012,8.17E-08,1.26E-05,9.066070423
FAS,355,0.13339543,3.080141592,14.80587316,4.21E-06,2.54E-04,4.770233747
BAG3,9531,0.132708908,3.377973809,32.38620886,3.35E-08,6.95E-06,9.983250734
STAT5A,6776,0.131775053,3.411823407,30.07662441,5.31E-08,9.76E-06,9.513866071
NKX3-1,4824,0.131704046,3.11636421,19.72607286,7.23E-07,6.52E-05,6.725050713
SLC25A37,51312,0.130482886,3.268595337,27.94734547,8.37E-08,1.27E-05,9.040794616
SESTD1,91404,0.129909028,3.355456454,24.3115165,1.99E-07,2.48E-05,8.126324144
NCR3LG1,374383,0.129572932,3.223588343,26.6377135,1.13E-07,1.62E-05,8.728132763
SDC4///ROS1,6385///6098,0.129290187,3.572028386,33.03714306,2.96E-08,6.22E-06,10.10812598
WLS,79971,0.129163676,2.869273247,10.69315756,3.00E-05,0.00102591,2.552727724
IRAK2,3656,0.129119499,3.372758565,23.98029934,2.16E-07,2.62E-05,8.035320973
IRF1,3659,0.129007688,3.540590657,30.02210688,5.37E-08,9.76E-06,9.502259864
ACVR2A,92,0.128256404,3.094600456,11.96548345,1.53E-05,6.63E-04,3.315767128
SIRT1,23411,0.127839701,3.224544099,27.33840758,9.60E-08,1.43E-05,8.897598131
CENPC,1060,0.127449804,3.050197278,13.01724007,9.20E-06,4.66E-04,3.890244697
ADA,100,0.126733898,3.398761398,15.75547283,2.88E-06,1.90E-04,5.195180452
BCOR///BCOR,54880///54880,0.126537151,3.169850771,18.19672814,1.19E-06,9.47E-05,6.177543008
SNAPC1,6617,0.125677407,3.139882982,12.47724179,1.19E-05,5.55E-04,3.601129731
CCL3,6348,0.125281928,3.66465012,17.39100249,1.57E-06,1.17E-04,5.869244327
CYP7B1,9420,0.124881976,3.000547355,9.946251151,4.62E-05,0.001373005,2.064409795
LOC152048,152048,0.124690592,2.955570336,17.47796124,1.52E-06,1.15E-04,5.903227839
CKS2,1164,0.124438949,3.27586533,23.15395174,2.69E-07,3.05E-05,7.801980155
PDSS1,23590,0.12437366,3.420880884,28.2386456,7.85E-08,1.26E-05,9.108002755
TMEM88,92162,0.124237187,3.00392791,17.23343761,1.66E-06,1.21E-04,5.807215507
PIM3,415116,0.1241805,3.275113086,24.11972873,2.09E-07,2.56E-05,8.073801457
IL18,3606,0.124075508,3.367510642,10.61231934,3.14E-05,0.001054131,2.501419062
PHLDA2,7262,0.122904921,3.201816698,17.25783526,1.65E-06,1.21E-04,5.816858616
SLC35G1,159371,0.122806697,2.817589406,11.59690044,1.85E-05,7.57E-04,3.102918853
ZNF280C,55609,0.121413944,3.116615176,21.26200187,4.55E-07,4.61E-05,7.23098762
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,8363///8362///8363///8362,0.120651267,3.231137172,12.76368138,1.04E-05,5.05E-04,3.755967655
RRAD,6236,0.120012227,2.83590647,17.87862386,1.33E-06,1.04E-04,6.05756341
KLF6,1316,0.119858692,3.353054659,18.22354782,1.18E-06,9.47E-05,6.187557837
STK17B,9262,0.119823013,3.419456098,20.55889222,5.60E-07,5.29E-05,7.004457775
CDKN2B,1030,0.11975782,3.144966096,13.47430307,7.46E-06,3.97E-04,4.125969376
ZC3H12A,80149,0.119661283,3.389757847,21.90059041,3.79E-07,3.94E-05,7.4297636
ATP2B1,490,0.119261348,3.41662322,27.62370794,9.00E-08,1.35E-05,8.965150369
ARID4B,51742,0.119197154,3.243768527,17.2603133,1.64E-06,1.21E-04,5.81783726
MYC,4609,0.118145738,3.03013009,19.0820747,8.87E-07,7.61E-05,6.500185629
ZBTB21,49854,0.116754054,3.379863687,29.14027856,6.46E-08,1.12E-05,9.3109262
KLF7,8609,0.116316893,3.354453766,19.83003355,7.00E-07,6.36E-05,6.760614512
PNRC1,10957,0.115994623,3.518348739,29.54238594,5.93E-08,1.05E-05,9.399023815
TNFRSF10B,8795,0.115429039,3.190459915,24.84374832,1.74E-07,2.26E-05,8.26965897
ARID5B,84159,0.115409892,3.459273632,21.1525658,4.70E-07,4.73E-05,7.196268873
TRAF1,7185,0.115313448,3.361999377,23.60395698,2.39E-07,2.79E-05,7.930186562
IER3,8870,0.114915365,3.707560509,29.05092732,6.58E-08,1.12E-05,9.291152579
TSPYL2,64061,0.114477122,2.866367842,9.423143832,6.35E-05,0.001658825,1.7021291
ESPL1,9700,0.113629705,2.89155144,20.28399057,6.09E-07,5.63E-05,6.913597958
STK26,51765,0.113278514,3.437541385,26.55793406,1.15E-07,1.62E-05,8.70850927
SLAMF1,6504,0.112520449,3.04375623,6.733434002,4.39E-04,0.00439342,-0.491891972
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,8363///8362///8363///8362,0.112457647,3.204987233,13.04164977,9.09E-06,4.64E-04,3.903036726
PHACTR4,65979,0.112371547,3.509747918,24.60814803,1.84E-07,2.38E-05,8.206643443
AREG,374,0.112332598,2.99521818,11.43399538,2.01E-05,7.97E-04,3.006791543
ATXN7L1,222255,0.111845421,3.330502658,24.51928134,1.89E-07,2.40E-05,8.182696423
ZNF277,11179,0.111613822,3.247973913,19.69754745,7.30E-07,6.53E-05,6.715257391
OSR2,116039,0.111219024,2.855303421,9.859818009,4.86E-05,0.001424442,2.005754015
MSH6,2956,0.110972594,3.076372381,15.21708455,3.56E-06,2.22E-04,4.957535169
TRIP10,9322,0.11097,3.366599413,23.18980137,2.66E-07,3.05E-05,7.812295349
IER3,8870,0.110826242,3.67982726,26.55476644,1.15E-07,1.62E-05,8.707728714
IER3,8870,0.110826242,3.67982726,26.55476644,1.15E-07,1.62E-05,8.707728714
HSPA7///HSPA6,3311///3310,0.110455723,3.091846821,10.73367036,2.94E-05,0.00102169,2.578306395
TIFA,92610,0.110195718,3.008667813,11.01894197,2.51E-05,9.21E-04,2.755917129
TUFT1,7286,0.109921556,2.872630122,12.91250522,9.66E-06,4.81E-04,3.835091312
FCGR2A,2212,0.109396856,3.506590501,14.59737162,4.59E-06,2.68E-04,4.673258041
FNBP4,23360,0.109281704,3.293610934,19.36295847,8.11E-07,7.10E-05,6.599241734
NFIL3,4783,0.108713473,3.197625815,15.32124718,3.41E-06,2.15E-04,5.004170116
KLF5,688,0.107555661,3.106499643,7.849683146,1.84E-04,0.002905425,0.494399692
PACS2,23241,0.107500391,2.895457522,7.707514938,2.04E-04,0.003059937,0.375365606
SHF,90525,0.107393876,2.971468918,6.10411988,7.55E-04,0.005716594,-1.10540174
CD80,941,0.106923536,3.305424173,18.8468519,9.58E-07,8.05E-05,6.416033123
ARMCX1,51309,0.106918295,3.016669538,17.92327745,1.30E-06,1.03E-04,6.074539791
FGF2,2247,0.106270392,2.928426471,6.307031924,6.31E-04,0.005231457,-0.902641458
NFKBIA,4792,0.10583132,3.688987932,25.67526556,1.42E-07,1.88E-05,8.486738322
HSPA1B///HSPA1A,3304///3303,0.10554855,3.667287707,20.32886709,6.01E-07,5.58E-05,6.928520863
CXCL14,9547,0.105117952,2.784931932,7.061315117,3.36E-04,0.003813731,-0.189418346
SNX29P2,440352,0.105043446,2.831990479,3.151725953,0.018710727,0.040238353,-4.67765097
RCSD1,92241,0.105028544,3.198416105,12.4583488,1.20E-05,5.57E-04,3.590796495
INTS6,26512,0.1045354,3.041955246,16.89157136,1.88E-06,1.36E-04,5.670585906
EBI3,10148,0.104251624,3.237994796,15.07885165,3.76E-06,2.33E-04,4.895146535
HSPA1B///HSPA1A,3304///3303,0.104086456,3.669468476,20.41590893,5.85E-07,5.47E-05,6.957364095
SCML1,6322,0.103884228,3.001839149,8.276748253,1.36E-04,0.00247234,0.841433085
ZCCHC14,23174,0.103209489,2.966553136,18.19917601,1.19E-06,9.47E-05,6.178457718
ESPNP,284729,0.102867265,2.870110622,5.464415753,0.001369363,0.007666089,-1.77768193
FOSL1,8061,0.102277234,3.158373842,14.65966001,4.47E-06,2.63E-04,4.702373434
RHOB,388,0.102038652,3.143444475,16.42440134,2.23E-06,1.56E-04,5.479188383
REL,5966,0.101468534,3.613723899,26.10196816,1.28E-07,1.74E-05,8.595028187
SP7,121340,0.101359846,2.935747149,6.332949821,6.17E-04,0.005157305,-0.877089612
INHBA///INHBA,3624///3624,0.101352531,3.612500179,12.4012934,1.23E-05,5.66E-04,3.559498939
CCL5,6352,0.101242368,3.639844906,19.22547143,8.47E-07,7.31E-05,6.550948131
DUSP8,1850,0.100737193,3.143385525,7.59813913,2.22E-04,0.003153787,0.282546652
TMEM105,284186,0.100395639,2.939772788,4.828221191,0.00260411,0.010907547,-2.499881001
